PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,PubMedBERT_Relation,BioLinkBERT_Relation,Relation,Source
16944452,Stromal cell-derived factor 1,HIV-1 co-receptor,"Stromal cell-derived factor 1 alpha (SDF-1alpha) and its receptor CXCR4 play important roles in the pathogenesis of human immunodeficiency virus type one (HIV-1)-associated dementia (HAD) by serving as a HIV-1 co-receptor and affecting cell migration, virus-mediated neurotoxicity, and neurodegeneration.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16944452,Stromal cell-derived factor 1,SDF-1alpha,"Stromal cell-derived factor 1 alpha (SDF-1alpha) and its receptor CXCR4 play important roles in the pathogenesis of human immunodeficiency virus type one (HIV-1)-associated dementia (HAD) by serving as a HIV-1 co-receptor and affecting cell migration, virus-mediated neurotoxicity, and neurodegeneration.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16944452,Stromal cell-derived factor 1,receptor CXCR4,"Stromal cell-derived factor 1 alpha (SDF-1alpha) and its receptor CXCR4 play important roles in the pathogenesis of human immunodeficiency virus type one (HIV-1)-associated dementia (HAD) by serving as a HIV-1 co-receptor and affecting cell migration, virus-mediated neurotoxicity, and neurodegeneration.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16950403,Hepatocyte growth factor,c-Met,Hepatocyte growth factor receptor (c-Met) plays an important role in many functions of cancer cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16950753,Interleukin-6,glutathione peroxidase,"To evaluate the levels of Interleukin-6 (IL-6), glutathione peroxidase and isoprostane in obese women and their association with markers of cardiovascular risk factors before and after weight loss.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16951494,Interleukin-18,proinflammatory cytokine,"Interleukin-18 (IL-18), a proinflammatory cytokine, is produced by oral epithelia and carcinoma cells and implicated in tumor regression.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16966254,Tumor necrosis factor,TRAIL/Apo2L,Tumor necrosis factor-related apoptosis-inducing ligand (TRAIL/Apo2L) is a membrane-bound cytokine molecule that belongs to the family of tumor necrosis factor (TNF).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16966254,Tumor necrosis factor,membrane-bound cytokine molecule,Tumor necrosis factor-related apoptosis-inducing ligand (TRAIL/Apo2L) is a membrane-bound cytokine molecule that belongs to the family of tumor necrosis factor (TNF).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16980609,Tumor necrosis factor,TNF family,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family that induces cancer cell death by apoptosis with some selectivity.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16980609,Tumor necrosis factor,TRAIL,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family that induces cancer cell death by apoptosis with some selectivity.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16980609,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family that induces cancer cell death by apoptosis with some selectivity.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16982608,Interleukin-10,IL-10.IL-10R1.IL-10R2 complex,Interleukin-10 receptor 2 (IL-10R2) is a critical component of the IL-10.IL-10R1.IL-10R2 complex which regulates IL-10-mediated immunomodulatory responses.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16982613,Tumor necrosis factor,20-kDa light chain,"Tumor necrosis factor (TNF)-alpha-induced activation of RhoA, mediated by TNF receptor 1 (TNFR1), is a prerequisite step in a pathway that leads to increased 20-kDa light chain of myosin (MLC20) phosphorylation and airway smooth muscle contraction.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16982613,Tumor necrosis factor,MLC20,"Tumor necrosis factor (TNF)-alpha-induced activation of RhoA, mediated by TNF receptor 1 (TNFR1), is a prerequisite step in a pathway that leads to increased 20-kDa light chain of myosin (MLC20) phosphorylation and airway smooth muscle contraction.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16982613,Tumor necrosis factor,RhoA,"Tumor necrosis factor (TNF)-alpha-induced activation of RhoA, mediated by TNF receptor 1 (TNFR1), is a prerequisite step in a pathway that leads to increased 20-kDa light chain of myosin (MLC20) phosphorylation and airway smooth muscle contraction.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16982613,Tumor necrosis factor,TNF receptor 1,"Tumor necrosis factor (TNF)-alpha-induced activation of RhoA, mediated by TNF receptor 1 (TNFR1), is a prerequisite step in a pathway that leads to increased 20-kDa light chain of myosin (MLC20) phosphorylation and airway smooth muscle contraction.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16982613,Tumor necrosis factor,TNFR1,"Tumor necrosis factor (TNF)-alpha-induced activation of RhoA, mediated by TNF receptor 1 (TNFR1), is a prerequisite step in a pathway that leads to increased 20-kDa light chain of myosin (MLC20) phosphorylation and airway smooth muscle contraction.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16982613,Tumor necrosis factor,myosin,"Tumor necrosis factor (TNF)-alpha-induced activation of RhoA, mediated by TNF receptor 1 (TNFR1), is a prerequisite step in a pathway that leads to increased 20-kDa light chain of myosin (MLC20) phosphorylation and airway smooth muscle contraction.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16983341,Hepatocyte growth factor,HAI-1,Hepatocyte growth factor activator inhibitor-1 (HAI-1) is a Kunitz-type transmembrane serine protease inhibitor that forms inhibitor complexes with several trypsin-like serine proteases and is required for mouse placental development and embryo survival.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16983341,Hepatocyte growth factor,Kunitz-type transmembrane serine protease inhibitor,Hepatocyte growth factor activator inhibitor-1 (HAI-1) is a Kunitz-type transmembrane serine protease inhibitor that forms inhibitor complexes with several trypsin-like serine proteases and is required for mouse placental development and embryo survival.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16983341,Hepatocyte growth factor,forms inhibitor complexes,Hepatocyte growth factor activator inhibitor-1 (HAI-1) is a Kunitz-type transmembrane serine protease inhibitor that forms inhibitor complexes with several trypsin-like serine proteases and is required for mouse placental development and embryo survival.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16983341,Hepatocyte growth factor,trypsin-like serine proteases,Hepatocyte growth factor activator inhibitor-1 (HAI-1) is a Kunitz-type transmembrane serine protease inhibitor that forms inhibitor complexes with several trypsin-like serine proteases and is required for mouse placental development and embryo survival.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16984817,Tumor necrosis factor,cytokines,Tumor necrosis factor (TNF) and several related cytokines can induce opposite effects such as cell activation and proliferation or cell death.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16985073,Hepatocyte growth factor,tyrosine kinase receptor Met,Hepatocyte growth factor (HGF) and its tyrosine kinase receptor Met play a pivotal role in the tumor metastatic phenotype and represent attractive therapeutic targets.,Association,Association,Bind,Association,ENCODER_ENSEMBLE
17001512,Interleukin-18,caspase-1,"Interleukin-18 (IL-18, interferon [IFN]-gamma-inducing factor) is a proinflammatory cytokine converted to a biologically active molecule by interleukin (IL)-1beta converting enzyme (caspase-1).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17001512,Interleukin-18,interferon [IFN]-gamma-inducing factor,"Interleukin-18 (IL-18, interferon [IFN]-gamma-inducing factor) is a proinflammatory cytokine converted to a biologically active molecule by interleukin (IL)-1beta converting enzyme (caspase-1).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17001512,Interleukin-18,interleukin (IL)-1beta,"Interleukin-18 (IL-18, interferon [IFN]-gamma-inducing factor) is a proinflammatory cytokine converted to a biologically active molecule by interleukin (IL)-1beta converting enzyme (caspase-1).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17001512,Interleukin-18,proinflammatory cytokine,"Interleukin-18 (IL-18, interferon [IFN]-gamma-inducing factor) is a proinflammatory cytokine converted to a biologically active molecule by interleukin (IL)-1beta converting enzyme (caspase-1).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17003819,Tumor necrosis factor,TNF superfamily,"Tumor necrosis factor (TNF)-like weak inducer of apoptosis (TWEAK, TNFSF12) is a member of the TNF superfamily.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17003819,Tumor necrosis factor,TWEAK,"Tumor necrosis factor (TNF)-like weak inducer of apoptosis (TWEAK, TNFSF12) is a member of the TNF superfamily.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
17006939,Hepatocyte growth factor,beta-catenin,"Hepatocyte growth factor (HGF) and beta-catenin both play a crucial role in stimulating hepatocyte proliferation, but whether these 2 pathways cooperate in inducing hepatocyte proliferation is unclear.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
17018630,Interleukin-6,Janus-activated kinase,Interleukin-6 (IL-6) and the subsequent Janus-activated kinase (JAK)-dependent signaling pathways play a critical role in the pathogenesis of multiple myeloma.,Association,Association,Association,Association,ENCODER_ENSEMBLE
17020755,Interleukin-8,IL8,Interleukin-8 (IL8) is a member of the family of chemokines.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17020755,Interleukin-8,chemokines,Interleukin-8 (IL8) is a member of the family of chemokines.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17027513,Interleukin-2,cytokine,"Interleukin-2 (IL-2) is a key cytokine that controls immune cell function, in particular the adaptive arm of the immune system, through its ability to control the clonal expansion and homeostasis of peripheral T cells.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17034639,Tumor necrosis factor,TNF superfamily,Tumor necrosis factor alpha (TNFalpha) is the most widely studied pleiotropic cytokine of the TNF superfamily.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17034639,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) is the most widely studied pleiotropic cytokine of the TNF superfamily.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17034639,Tumor necrosis factor,pleiotropic cytokine,Tumor necrosis factor alpha (TNFalpha) is the most widely studied pleiotropic cytokine of the TNF superfamily.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17049054,Interleukin-18,macrophage-derived cytokine,Interleukin-18 is predominantly a macrophage-derived cytokine with a key role in inflammation and cell-mediated immunity.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17049605,Interleukin-10,pleiotropic cytokine,"Interleukin-10 (IL-10) is a pleiotropic cytokine generally known for its relevance in the resolution of inflammation, but that also has immunostimulatory properties.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17055451,Tumor necrosis factor,CD40,Tumor necrosis factor receptor (TNFR)-associated factor 6 (TRAF6) has mainly been involved in signaling from CD40 and IL-1 receptor family.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17055451,Tumor necrosis factor,IL-1 receptor family,Tumor necrosis factor receptor (TNFR)-associated factor 6 (TRAF6) has mainly been involved in signaling from CD40 and IL-1 receptor family.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17055451,Tumor necrosis factor,TRAF6,Tumor necrosis factor receptor (TNFR)-associated factor 6 (TRAF6) has mainly been involved in signaling from CD40 and IL-1 receptor family.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17058243,Interleukin-7,CD127,"Interleukin-7 (IL-7) is required for the establishment and maintenance of memory CD4(+) and CD8(+) T lymphocytes, and cells lacking IL-7Ralpha (CD127) demonstrate impaired IL-2 secretion and have a short life-span.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17058243,Interleukin-7,IL-2,"Interleukin-7 (IL-7) is required for the establishment and maintenance of memory CD4(+) and CD8(+) T lymphocytes, and cells lacking IL-7Ralpha (CD127) demonstrate impaired IL-2 secretion and have a short life-span.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17058243,Interleukin-7,IL-7Ralpha,"Interleukin-7 (IL-7) is required for the establishment and maintenance of memory CD4(+) and CD8(+) T lymphocytes, and cells lacking IL-7Ralpha (CD127) demonstrate impaired IL-2 secretion and have a short life-span.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
17059508,Interleukin-4,IL-12,"Interleukin-4 (IL-4) is considered the key cytokine for inducing T helper type 2 (Th2) cell differentiation, while interferon-gamma and IL-12 are pivotal cytokines for Th1 immune responses.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
